id,SalePrice
1461,120181.991665469
1462,159359.30627913584
1463,183332.88492485127
1464,189226.31947851848
1465,198298.9699981599
1466,168952.09198167056
1467,162915.5161031891
1468,158487.70476136383
1469,174516.66464351935
1470,127617.19750334427
1471,203517.61860407007
1472,92973.41493402983
1473,97667.904397055
1474,153932.3505288985
1475,134055.6340491485
1476,329138.88903974555
1477,237874.14752520536
1478,253805.3928700931
1479,245544.37454445282
1480,440539.8880831752
1481,266209.0593294526
1482,215042.38637733585
1483,175222.09855403382
1484,175285.60922525128
1485,182219.24999404475
1486,193737.40510052626
1487,313855.38722833013
1488,228540.55305445526
1489,189067.83171667866
1490,206074.549284923
1491,199686.054904283
1492,105321.38524406728
1493,178698.99835722995
1494,267721.5498894727
1495,287324.77019566
1496,229296.93366922947
1497,191967.96231406342
1498,176444.71873728588
1499,175308.94236784987
1500,156365.7624999564
1501,170552.74397917333
1502,171741.44889724968
1503,235110.53587546517
1504,233544.10087970283
1505,216306.59334262667
1506,186940.06590335476
1507,229246.3533032055
1508,199105.34373503856
1509,173074.4669686594
1510,145155.36767914126
1511,151788.48830452267
1512,177984.6094581566
1513,160420.57969317905
1514,156787.12615731035
1515,201372.5639115642
1516,155191.9583650693
1517,156144.17969960344
1518,131545.22421652588
1519,228033.64312680773
1520,148321.22295688544
1521,144272.9713344043
1522,166733.98692276145
1523,126761.73968955978
1524,131194.5800662762
1525,129085.46492364751
1526,126068.73868134404
1527,114008.5168663726
1528,132901.15301178067
1529,149298.11461099872
1530,161436.00416133387
1531,133259.838914657
1532,101761.74260389492
1533,131816.73849794257
1534,114703.11217366878
1535,160830.90391868918
1536,102074.99678128968
1537,67241.31584491249
1538,190882.22678606998
1539,248645.29313691225
1540,144339.57322297452
1541,142102.9238793284
1542,138460.8861214582
1543,211505.13104382728
1544,100620.03639353892
1545,117562.50269328881
1546,113350.09745496836
1547,128603.74875468541
1548,136922.87784995142
1549,116748.9269570921
1550,133763.91505621318
1551,115040.6879799473
1552,139024.67974578787
1553,167955.47784155916
1554,116943.24259159209
1555,153686.21729831715
1556,113543.48380475894
1557,110846.92838683691
1558,100380.62163597454
1559,125756.67537588402
1560,125388.89657409514
1561,144970.52863888995
1562,126288.27137748485
1563,125508.47222031732
1564,163099.43771133543
1565,141649.26169514793
1566,222348.34979103965
1567,92073.11161554304
1568,213994.61009625334
1569,152389.87701584926
1570,124350.93247581163
1571,127865.00708047785
1572,140148.3610905089
1573,249306.68624601827
1574,121225.23360934331
1575,227061.70158766917
1576,223774.69684446303
1577,188679.67673104256
1578,159025.21966016074
1579,140941.51189053478
1580,191278.90181794247
1581,137430.11058591362
1582,125549.13038820057
1583,307245.2309896401
1584,230411.3456012862
1585,145067.64972248062
1586,70082.21816802848
1587,97891.53422786851
1588,139925.3271093526
1589,104634.01705697893
1590,126134.11791999925
1591,89899.46785667179
1592,104451.38923947276
1593,105480.62390148295
1594,151230.37103006648
1595,110541.90294572583
1596,215313.30599749848
1597,172981.6128955732
1598,205982.85271343726
1599,191546.0280101085
1600,177896.65036563948
1601,72134.33742512058
1602,119089.53810215819
1603,104650.31456337622
1604,266370.7524465319
1605,226314.8905338886
1606,162339.27703734266
1607,172302.18427476147
1608,194992.92738036657
1609,186240.2946903921
1610,154226.81056799172
1611,147099.86191831497
1612,171791.57886008872
1613,159238.45238470158
1614,116182.3135771688
1615,97826.05025447583
1616,72840.89812303956
1617,87964.19327468221
1618,127805.91884083608
1619,123681.4739721663
1620,166989.47666189028
1621,148789.88252003153
1622,146708.59265311563
1623,262221.09634646284
1624,215821.8805281813
1625,129352.68216325664
1626,164879.63410243037
1627,187278.93814736616
1628,276860.1532190246
1629,182529.44696122722
1630,350967.5275646426
1631,202941.4193670777
1632,219189.37734952825
1633,176310.2750654343
1634,180943.55318251078
1635,177772.30342545666
1636,143840.973710601
1637,172450.3660459636
1638,202853.70736188584
1639,176344.14868480654
1640,273598.6353863682
1641,186563.61547645318
1642,224099.20605332745
1643,228585.42510472247
1644,226343.74378697574
1645,177594.0579301457
1646,156590.43256146047
1647,166170.36482746454
1648,141526.5875331455
1649,143523.32358532218
1650,124082.8674052385
1651,119070.24976562466
1652,93939.74769310547
1653,96843.8936500119
1654,165062.5393063665
1655,155876.46090645052
1656,153519.0010795667
1657,157581.24088944044
1658,160474.4949345004
1659,140668.3717991323
1660,156099.1340493134
1661,433098.3297505855
1662,396607.7826320107
1663,350930.37469745986
1664,491461.2519170257
1665,263765.33501878084
1666,291014.3286222602
1667,384667.7204223444
1668,291647.8911978769
1669,273687.3778084731
1670,323261.4565518903
1671,261651.79484062493
1672,437170.74746717303
1673,302828.45519808895
1674,234877.18735605103
1675,182288.16190577744
1676,186574.1837743983
1677,211076.87104985982
1678,464535.5544651862
1679,331566.8069319944
1680,302888.70213095914
1681,240435.06355639276
1682,283684.60451614513
1683,183317.1379904497
1684,181841.1513838833
1685,179328.33407115744
1686,172721.40394222035
1687,178298.33481251734
