id,SalePrice
1461,129277.958918839
1462,149863.97994519328
1463,184123.66822794266
1464,189160.36904153472
1465,181929.24756545856
1466,173104.4651167214
1467,167863.63839363647
1468,163886.10417031855
1469,185757.71505399348
1470,115478.42604497224
1471,193373.27021453393
1472,94920.9647352257
1473,92685.08882247677
1474,150117.5867618637
1475,123377.16545017941
1476,330146.38237077865
1477,245575.876240314
1478,260419.23076511725
1479,276065.9288880625
1480,446973.3116922118
1481,281862.5981144385
1482,194213.4069399536
1483,185418.94910426938
1484,174498.13032041377
1485,166684.50668470055
1486,191680.71602440788
1487,330279.67857420945
1488,233968.7938782108
1489,188038.72325527988
1490,209953.91710337752
1491,191160.36563959572
1492,114883.61490412003
1493,164211.58340434261
1494,289585.9963916649
1495,298093.15303956735
1496,222016.3349730718
1497,182088.78176287696
1498,173469.53109817748
1499,165837.19752599398
1500,141437.98574496622
1501,180424.88263701097
1502,158265.99928742676
1503,235774.4529187489
1504,243705.29639296685
1505,226767.0617444682
1506,188838.52647837027
1507,239714.24270048607
1508,201833.7336696764
1509,171564.78487615744
1510,142932.9690079827
1511,148813.2540745816
1512,162252.47324615362
1513,156514.15388069718
1514,149940.68614122138
1515,178051.4581949695
1516,155672.57963314882
1517,152812.32689741152
1518,138406.6401835919
1519,208252.8962268655
1520,139056.4621777233
1521,139517.68753262097
1522,167122.360643878
1523,117022.55776316214
1524,126803.074378395
1525,125773.33511240187
1526,127594.80616243537
1527,107709.71716271747
1528,134139.7758771851
1529,145896.46842023302
1530,167613.9777083073
1531,132689.10556802488
1532,117447.49170315555
1533,141257.85892624717
1534,118031.61912618326
1535,159825.66194315514
1536,119065.88168916028
1537,52451.54030407134
1538,191177.56714676818
1539,222226.0621240055
1540,114205.0568858467
1541,145153.86424597862
1542,145764.46868433213
1543,205836.56847400975
1544,83644.41968205734
1545,109959.34011619874
1546,125756.3418953419
1547,131400.05852813084
1548,128460.01339803691
1549,102385.27257692863
1550,136226.12127760943
1551,109955.2027438992
1552,127412.11036430563
1553,148475.41406134862
1554,117999.66344587972
1555,184236.91378831974
1556,95830.82315702856
1557,121496.42186710499
1558,101767.89878022695
1559,108346.3029702751
1560,148106.03586522452
1561,116746.68163821394
1562,124784.6291501976
1563,123437.7783739288
1564,152440.7674465843
1565,139907.48814691216
1566,217932.9544319789
1567,84090.89131925801
1568,233499.65289184015
1569,131940.75717711946
1570,133349.81366575218
1571,124511.57691462072
1572,140175.34306859536
1573,240008.13867616656
1574,117349.53607292433
1575,207263.13147095425
1576,231745.49500458312
1577,189950.8071957869
1578,164945.37780066847
1579,136401.98627087704
1580,187153.12304730265
