Id,SalePrice
1461,121595.37528922765
1462,159806.62952668787
1463,181861.8545844966
1464,178427.48055671732
1465,194465.12410359873
1466,168193.34129712026
1467,169612.39184804153
1468,158890.1029951369
1469,178089.00310540537
1470,122310.70281496517
1471,208726.28733764516
1472,93657.03831062371
1473,96263.8694352759
1474,153927.86876661747
1475,132635.16609861347
1476,325943.4867958689
1477,243617.0040854056
1478,244036.53569389033
1479,257536.74135038213
1480,459413.99031747464
1481,281833.07443105103
1482,206828.24007257583
1483,187168.69010201076
1484,171004.10391565895
1485,176045.9521007925
1486,193208.83911796325
1487,306807.9376858048
1488,229517.07367855453
1489,188466.74928800677
1490,201494.39108249603
1491,194306.7441877411
1492,103082.83722027771
1493,190138.47878407605
1494,275151.0720791305
1495,289881.20129751915
1496,241528.26702020495
1497,175131.84954301364
1498,157348.04370919266
1499,161363.7626602979
1500,145730.55402787737
1501,174814.81723436236
1502,156219.1634736455
1503,256533.4323906353
1504,241876.80112905026
1505,231636.52920800366
1506,187686.04794440244
1507,213887.3046291832
1508,195398.11057151455
1509,165578.2318553826
1510,146949.1359212556
1511,145621.29627980347
1512,158821.6890770531
1513,160546.3678864409
1514,189714.62475268883
1515,218671.33159489298
1516,153791.7314560824
1517,154332.53214545557
1518,146189.3238223393
1519,228858.8624667655
1520,137219.82010673167
1521,140619.80316649433
1522,171543.2999480816
1523,114096.11765953845
1524,128090.62531600901
1525,126748.17247976421
1526,128433.26159897154
1527,108812.74073047962
1528,140009.8789984665
1529,148887.1421155769
1530,172386.73142035762
1531,121583.89057679898
1532,108996.19806835409
1533,144668.79453290955
1534,115939.51325177329
1535,161013.3575920808
1536,117673.50782153488
1537,63006.42547659486
1538,191723.54786582474
1539,237201.44640365636
1540,107558.86900915697
1541,153878.0287464542
1542,142492.48138034146
1543,213713.42368671752
1544,82876.49928103258
1545,108449.52161650674
1546,111534.68579386998
1547,122253.86345120281
1548,133359.0647714689
1549,108047.36983024493
1550,130501.3436425042
1551,128753.4504124633
1552,125215.08602211926
1553,160231.4005677029
1554,117165.28507059369
1555,165159.05182421103
1556,87158.02143146751
1557,119512.65409871793
1558,99496.35147914669
1559,105771.1997424155
1560,145308.24018683773
1561,143552.89287821684
1562,125062.57785594452
1563,120748.18314066269
1564,160830.78508708175
1565,142312.8905133919
1566,229996.75684599628
1567,85845.62843527732
1568,210116.19224441066
1569,127583.69299871428
1570,125594.67954300818
1571,133411.02692097818
1572,154616.4323545353
1573,252105.94659223515
1574,126030.24072253436
1575,201555.33396308465
1576,217855.63882016868
1577,184912.8822543419
1578,168963.68817077283
1579,137051.05768540112
1580,192842.68512119216
1581,141825.41355834293
1582,130743.05394659369
1583,311545.2813484008
1584,224948.62500911875
1585,135069.42042060927
1586,74704.03386966026
1587,98118.62344711818
1588,140085.21024514726
1589,109379.43941382287
1590,127508.80749533411
1591,99040.80818570049
1592,142723.65872461733
1593,124573.6222654135
1594,128643.13868626686
1595,96064.52607320363
1596,220585.47869222358
1597,199757.54222428752
1598,203619.3588185704
1599,184404.65329437944
1600,183727.8422355393
1601,70096.29341244635
1602,108445.4611776418
1603,98609.19077226082
1604,258455.31163605256
1605,248055.696682967
1606,167830.90576118385
1607,187017.80881052613
1608,194122.28372898418
1609,185739.568001061
1610,142037.50163866137
1611,146861.69343705196
1612,163885.5300149237
1613,169338.78757327495
1614,117358.90005182243
1615,82148.39807029483
1616,75573.36574276442
1617,89742.28302100376
1618,128390.2473461198
1619,130592.35367014061
1620,142353.99397213833
1621,146314.41702461848
1622,136288.16360477175
1623,261718.89064907993
1624,209255.41755297943
1625,127096.19820306034
1626,166380.42373943588
1627,183386.12515049955
1628,291907.20933540503
1629,180274.55166712383
1630,349911.24849489395
1631,206522.13209425207
1632,231192.79065341668
1633,166546.25424441096
1634,186311.05859932414
1635,170113.342992282
1636,148194.5925490655
1637,176216.31043059204
1638,204888.8756835352
1639,178969.3171145869
1640,271588.0327129142
1641,193324.9550683091
1642,223481.05473872978
1643,231230.49565316227
1644,227365.8743793708
1645,168615.53403592322
1646,154095.51793246818
1647,171157.25963355755
1648,136517.20522524012
1649,135382.8625606857
1650,122315.73311202096
1651,124512.35828428538
1652,93778.0889466997
1653,95329.76425427105
1654,159660.68107772904
1655,157241.1788643105
1656,154808.72528091382
1657,159660.68107772904
1658,154829.35512281818
1659,144359.53097631325
1660,151811.22550050428
1661,441408.0771614103
1662,400574.0721112698
1663,343959.22965404124
1664,495879.10412779805
1665,245270.76140255664
1666,295945.29141013883
1667,387118.2360383708
1668,264777.64698642754
1669,255785.53002922452
1670,297444.50734324724
1671,269700.8192295178
1672,448845.30681863124
1673,300051.20512936777
1674,231472.18125057095
1675,186203.29323321214
1676,182349.34843311596
1677,209535.8029910549
1678,470646.1085519019
1679,331869.0470769923
1680,296682.46914319927
1681,212692.03878134518
1682,281217.4214760435
1683,181939.90671985107
1684,178923.10124903484
1685,170014.7554620816
1686,174511.29308370227
1687,165751.1204638811
1688,187411.23999341074
1689,188118.28741645985
1690,188432.85287860347
1691,175725.04083284183
1692,261616.138754557
1693,170567.53498464767
1694,174773.19665531817
1695,164754.39736148695
1696,263924.83957725717
1697,165523.2112848069
1698,378639.6075910115
1699,258454.97934222757
1700,237834.37250439206
1701,251778.97719874754
1702,240374.673102641
1703,237895.9162617712
1704,277150.55658657063
1705,211324.10826267034
1706,451260.07154749194
1707,195093.24624120173
1708,188805.1394214956
1709,245416.57751283224
1710,212202.47049768266
1711,244879.54655975255
1712,220593.1214231369
1713,271333.0582700923
1714,229358.95516599438
1715,211593.32274025513
1716,183055.46403365754
1717,180138.0573794444
1718,138533.54185041596
1719,207857.93391035206
1720,234138.23305882458
1721,181951.90944766116
1722,143325.04525806883
1723,165926.00757685577
1724,193511.08436002483
1725,233699.59931107867
1726,182986.65633023487
1727,161563.32732221726
1728,178223.6578400557
1729,155435.6392507937
1730,176430.08458956185
1731,122722.5397962171
1732,131000.37531214027
1733,120748.18314066269
1734,129751.66408147961
1735,134827.4963771739
1736,113360.17930692849
1737,304939.190861896
1738,216448.78820996138
1739,299380.15726925514
1740,205660.0005589282
1741,181196.43935337276
1742,176258.57936927816
1743,183517.1260881314
1744,271764.33627179463
1745,203865.17439088225
1746,268367.9732495616
1747,205053.92655918593
1748,216806.65594613468
1749,156013.27033416586
1750,143140.24366860386
1751,230710.75859621965
1752,118506.86341158234
1753,147145.95796488153
1754,196730.0934167957
1755,166756.0123636593
1756,128144.28739721645
1757,124408.38151830983
1758,143279.22942013998
1759,161306.24967985295
1760,162376.7321405824
1761,155818.7487628285
1762,180479.80976729552
1763,172483.03011134517
1764,115473.3274390325
1765,190545.97515719145
1766,167506.71175483684
1767,219587.01004530495
1768,146444.26777669616
1769,177326.07903897314
1770,144911.1059151213
1771,139857.69059528946
1772,141610.84638328967
1773,129649.05421883911
1774,137748.89977757903
1775,138265.69243749153
1776,129043.2051835156
1777,115946.11030323016
1778,148320.82957858013
1779,101820.8394609221
1780,194505.95428251362
1781,143737.0764067133
1782,78547.31120806241
1783,147010.47944735535
1784,105614.42430210437
1785,126152.21443686383
1786,166949.54362734614
1787,187863.42642060627
1788,53344.71495081301
1789,115379.1530073069
1790,84234.65579429254
1791,186128.0545659716
1792,159103.32705371678
1793,126993.35268391068
1794,156659.21188464292
1795,145551.06004378383
1796,108054.7893612453
1797,133426.93983872392
1798,122289.67183121612
1799,114460.78212008424
1800,114223.15516627395
1801,136545.64302837095
1802,168107.58073246948
1803,166704.6759105469
1804,139973.8854849482
1805,135744.41762957565
1806,118965.13235242832
1807,160694.91077147555
1808,131903.77854921954
1809,116762.92309681844
1810,137755.32368642295
1811,98279.00420113935
1812,110568.7835630458
1813,122227.83163870704
1814,107275.04880595276
1815,52219.33544877125
1816,95738.39411623546
1817,117109.6257490147
1818,157436.52649148996
1819,111520.72258570584
1820,64647.56376501076
1821,121252.02270410482
1822,158681.9207802816
1823,46220.8423960994
1824,136400.4570042979
1825,127575.56795705759
1826,92132.01182463685
1827,109569.31138860942
1828,123055.36065541877
1829,125329.65095137992
1830,146327.34026631346
1831,175659.11745495102
1832,94328.0699853058
1833,142173.2931573166
1834,124626.32263816422
1835,162400.4471415619
1836,133317.22662395498
1837,106072.12856627167
1838,128599.71785697422
1839,83690.99067653439
1840,134986.62411800426
1841,141573.23080399798
1842,83911.40287378036
1843,134802.15519848373
1844,129899.75523279927
1845,132555.60371646986
1846,159289.48932758824
1847,164641.1957224844
1848,46403.99241573958
1849,124726.84360766807
1850,122400.50682065937
1851,161715.8780272398
1852,130659.54261052734
1853,132009.71108987645
1854,174940.06177164995
1855,157911.52644548807
1856,211888.50102364083
1857,219686.88096904627
1858,160571.7383041034
1859,133025.85173448618
1860,148068.76892106087
1861,133025.85173448618
1862,301093.44780851464
1863,290810.89208130026
1864,290810.89208130026
1865,270896.94405604224
1866,275317.0529748907
1867,222335.342104627
1868,296456.0945831356
1869,204645.4851434052
1870,236491.6462188749
1871,232606.16306968112
1872,168660.62315181308
1873,226355.73849348837
1874,132087.14407929327
1875,215748.82398369606
1876,190052.30258418428
1877,223499.8558895301
1878,209205.34610556962
1879,131215.6959166427
1880,137532.5646565373
1881,249649.5696527367
1882,250357.11521953007
1883,193208.83911796325
1884,210331.5302960511
1885,251436.90236531335
1886,297687.98687486164
1887,216933.50089591317
1888,270603.98086210084
1889,154854.4996073443
1890,126885.72596017881
